city,party,age,election,men_population,women_population,hispanic_population,white_population,black_population,native_population,asian_population,pacific_population,voted_cnt,not_voted_cnt,total_population
BEDFORD,DEM,74,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,48,0,12868
BEDFORD,DEM,73,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,100,0,12868
BEDFORD,DEM,72,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,0,12868
BEDFORD,DEM,71,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,72,0,12868
BEDFORD,DEM,70,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,116,4,12868
BEDFORD,DEM,69,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,112,4,12868
BEDFORD,DEM,68,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,84,0,12868
BEDFORD,DEM,67,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,116,0,12868
BEDFORD,DEM,66,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,92,0,12868
BEDFORD,DEM,65,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,128,4,12868
BEDFORD,DEM,64,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,108,0,12868
BEDFORD,DEM,63,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,116,12,12868
BEDFORD,DEM,62,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,116,0,12868
BEDFORD,DEM,61,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,84,4,12868
BEDFORD,DEM,60,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,84,0,12868
BEDFORD,DEM,59,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,100,4,12868
BEDFORD,DEM,58,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,88,0,12868
BEDFORD,DEM,57,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,80,0,12868
BEDFORD,DEM,56,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,96,0,12868
BEDFORD,DEM,55,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,72,0,12868
BEDFORD,DEM,54,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,56,0,12868
BEDFORD,DEM,53,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,0,12868
BEDFORD,DEM,52,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,52,0,12868
BEDFORD,DEM,51,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,4,12868
BEDFORD,DEM,50,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,0,12868
BEDFORD,DEM,49,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,48,4,12868
BEDFORD,DEM,48,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,0,12868
BEDFORD,DEM,47,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,4,12868
BEDFORD,DEM,46,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,0,12868
BEDFORD,DEM,45,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,0,12868
BEDFORD,DEM,98,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,8,0,12868
BEDFORD,DEM,97,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,0,12868
BEDFORD,DEM,96,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,0,4,12868
BEDFORD,DEM,95,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,8,8,12868
BEDFORD,DEM,94,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,DEM,93,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,16,12868
BEDFORD,DEM,92,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,16,12868
BEDFORD,DEM,91,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,8,12868
BEDFORD,DEM,90,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,48,8,12868
BEDFORD,DEM,89,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,4,12868
BEDFORD,DEM,88,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,20,12868
BEDFORD,DEM,87,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,8,12868
BEDFORD,DEM,86,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,20,12868
BEDFORD,DEM,85,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,12,12868
BEDFORD,DEM,84,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,16,12868
BEDFORD,DEM,83,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,24,12868
BEDFORD,DEM,82,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,8,12868
BEDFORD,DEM,81,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,8,12868
BEDFORD,DEM,80,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,56,8,12868
BEDFORD,DEM,79,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,44,16,12868
BEDFORD,DEM,78,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,4,12868
BEDFORD,DEM,77,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,72,4,12868
BEDFORD,DEM,76,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,60,8,12868
BEDFORD,DEM,75,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,32,8,12868
BEDFORD,DEM,74,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,8,12868
BEDFORD,DEM,73,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,84,16,12868
BEDFORD,DEM,72,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,52,16,12868
BEDFORD,DEM,71,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,60,12,12868
BEDFORD,DEM,70,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,96,24,12868
BEDFORD,DEM,69,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,84,32,12868
BEDFORD,DEM,68,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,64,20,12868
BEDFORD,DEM,67,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,88,28,12868
BEDFORD,DEM,66,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,64,28,12868
BEDFORD,DEM,65,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,104,28,12868
BEDFORD,DEM,64,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,96,12,12868
BEDFORD,DEM,63,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,88,40,12868
BEDFORD,DEM,62,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,48,12868
BEDFORD,DEM,61,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,20,12868
BEDFORD,DEM,60,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,56,28,12868
BEDFORD,DEM,59,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,36,12868
BEDFORD,DEM,58,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,20,12868
BEDFORD,DEM,57,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,60,20,12868
BEDFORD,DEM,56,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,64,32,12868
BEDFORD,DEM,55,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,44,28,12868
BEDFORD,DEM,54,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,20,12868
BEDFORD,DEM,53,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,16,8,12868
BEDFORD,DEM,52,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,24,12868
BEDFORD,DEM,51,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,48,12868
BEDFORD,DEM,50,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,20,12868
BEDFORD,DEM,49,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,24,12868
BEDFORD,DEM,48,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,8,16,12868
BEDFORD,DEM,47,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,20,12868
BEDFORD,DEM,46,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,16,4,12868
BEDFORD,DEM,45,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,4,12868
BEDFORD,DEM,98,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,4,12868
BEDFORD,DEM,97,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,0,12868
BEDFORD,DEM,96,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,0,4,12868
BEDFORD,DEM,95,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,8,8,12868
BEDFORD,DEM,94,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,DEM,93,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,0,12868
BEDFORD,DEM,92,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,8,12868
BEDFORD,DEM,91,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,32,4,12868
BEDFORD,DEM,90,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,56,0,12868
BEDFORD,DEM,89,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,4,12868
BEDFORD,DEM,88,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,8,12868
BEDFORD,DEM,87,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,8,12868
BEDFORD,DEM,86,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,4,12868
BEDFORD,DEM,85,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,8,12868
BEDFORD,DEM,84,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,8,12868
BEDFORD,DEM,83,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,44,4,12868
BEDFORD,DEM,82,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,44,4,12868
BEDFORD,DEM,81,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,8,12868
BEDFORD,DEM,80,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,52,12,12868
BEDFORD,DEM,79,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,56,4,12868
BEDFORD,DEM,78,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,4,12868
BEDFORD,DEM,77,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,76,0,12868
BEDFORD,DEM,76,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,60,8,12868
BEDFORD,DEM,75,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,0,12868
BEDFORD,DEM,74,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,44,4,12868
BEDFORD,DEM,73,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,100,0,12868
BEDFORD,DEM,72,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,0,12868
BEDFORD,DEM,71,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,72,0,12868
BEDFORD,DEM,70,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,104,16,12868
BEDFORD,DEM,69,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,112,4,12868
BEDFORD,DEM,68,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,84,0,12868
BEDFORD,DEM,67,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,100,16,12868
BEDFORD,DEM,66,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,92,0,12868
BEDFORD,DEM,65,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,132,0,12868
BEDFORD,DEM,64,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,104,4,12868
BEDFORD,DEM,63,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,104,24,12868
BEDFORD,DEM,62,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,108,8,12868
BEDFORD,DEM,61,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,88,0,12868
BEDFORD,DEM,60,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,68,16,12868
BEDFORD,DEM,59,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,80,24,12868
BEDFORD,DEM,58,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,80,8,12868
BEDFORD,DEM,57,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,76,4,12868
BEDFORD,DEM,56,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,84,12,12868
BEDFORD,DEM,55,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,64,8,12868
BEDFORD,DEM,54,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,48,8,12868
BEDFORD,DEM,53,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,0,12868
BEDFORD,DEM,52,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,12,12868
BEDFORD,DEM,51,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,64,8,12868
BEDFORD,DEM,50,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,4,12868
BEDFORD,DEM,49,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,52,0,12868
BEDFORD,DEM,48,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,4,12868
BEDFORD,DEM,47,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,8,12868
BEDFORD,DEM,46,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,0,12868
BEDFORD,DEM,45,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,4,12868
BEDFORD,GRE,91,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 07 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 07 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 07 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 08 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 08 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 08 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 09 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 09 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 09 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 10 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 10 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 10 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 11 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 11 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 11 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 12 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 12 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 12 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 13 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 13 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 13 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,0,4,12868
BEDFORD,GRE,91,Nov 14 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 14 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 14 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,0,4,12868
BEDFORD,GRE,91,Nov 15 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 15 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 15 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,60,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,91,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,0,4,12868
BEDFORD,GRE,60,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,GRE,58,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 07 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 08 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 09 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 10 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 11 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 12 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 13 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 14 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 15 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 16 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 17 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,LIB,62,Nov 18 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,NOPTY,109,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,NOPTY,106,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,NOPTY,102,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,0,4,12868
BEDFORD,NOPTY,100,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,0,12868
BEDFORD,NOPTY,99,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,8,0,12868
BEDFORD,NOPTY,98,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,8,4,12868
BEDFORD,NOPTY,97,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,4,4,12868
BEDFORD,NOPTY,96,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,0,12868
BEDFORD,NOPTY,95,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,16,4,12868
BEDFORD,NOPTY,94,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,4,12868
BEDFORD,NOPTY,93,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,4,12868
BEDFORD,NOPTY,92,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,4,12868
BEDFORD,NOPTY,91,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,0,12868
BEDFORD,NOPTY,90,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,4,12868
BEDFORD,NOPTY,89,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,48,0,12868
BEDFORD,NOPTY,88,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,0,12868
BEDFORD,NOPTY,87,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,12,12868
BEDFORD,NOPTY,86,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,8,12868
BEDFORD,NOPTY,85,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,8,12868
BEDFORD,NOPTY,84,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,8,12868
BEDFORD,NOPTY,83,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,16,8,12868
BEDFORD,NOPTY,82,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,32,16,12868
BEDFORD,NOPTY,81,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,12,4,12868
BEDFORD,NOPTY,80,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,12,12868
BEDFORD,NOPTY,79,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,8,12868
BEDFORD,NOPTY,78,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,0,12868
BEDFORD,NOPTY,77,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,8,12868
BEDFORD,NOPTY,76,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,4,12868
BEDFORD,NOPTY,75,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,4,12868
BEDFORD,NOPTY,74,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,8,12868
BEDFORD,NOPTY,73,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,8,12868
BEDFORD,NOPTY,72,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,20,20,12868
BEDFORD,NOPTY,71,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,32,8,12868
BEDFORD,NOPTY,70,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,32,4,12868
BEDFORD,NOPTY,69,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,24,12868
BEDFORD,NOPTY,68,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,28,20,12868
BEDFORD,NOPTY,67,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,16,12868
BEDFORD,NOPTY,66,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,32,16,12868
BEDFORD,NOPTY,65,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,24,20,12868
BEDFORD,NOPTY,64,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,8,12868
BEDFORD,NOPTY,63,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,16,12868
BEDFORD,NOPTY,62,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,40,12,12868
BEDFORD,NOPTY,61,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,44,12,12868
BEDFORD,NOPTY,60,Nov 06 Election,5978,6890,7.50,179.30,201.20,0.00,3.80,0.00,36,16,12868
